Workflow_ID,Process_Name,Task_ID,Task_Type,Priority_Level,Department,Assigned_Employee_ID,Task_Start_Time,Task_End_Time,Estimated_Time_Minutes,Actual_Time_Minutes,Delay_Flag,Approval_Level,Employee_Workload,Cost_Per_Task
WF_653,Purchase Order,TASK_653,Review,Low,IT,EMP_41,2024-03-20 12:58:00,2024-03-20 16:27:00,100,209,1,Level 2,10,337.12
WF_654,Invoice Approval,TASK_654,Approval,Medium,Finance,EMP_16,2024-10-14 16:45:00,2024-10-14 21:12:00,222,267,1,Level 3,2,73.53
WF_655,HR Onboarding,TASK_655,Escalation,High,Finance,EMP_3,2024-02-23 22:32:00,2024-02-24 02:05:00,142,213,1,Level 2,7,397.4
WF_656,HR Onboarding,TASK_656,Validation,Medium,Operations,EMP_126,2024-02-12 12:36:00,2024-02-12 17:58:00,238,322,1,Level 3,3,286.08
WF_657,IT Support Ticket,TASK_657,Review,High,Operations,EMP_80,2024-02-22 09:22:00,2024-02-22 15:09:00,238,347,1,Level 3,4,358.24
WF_658,IT Support Ticket,TASK_658,Approval,High,HR,EMP_27,2024-09-01 20:46:00,2024-09-01 23:18:00,65,152,1,Level 3,10,130.33
WF_659,IT Support Ticket,TASK_659,Approval,Low,Finance,EMP_37,2024-09-12 03:39:00,2024-09-12 06:12:00,56,153,1,Level 2,2,125.86
WF_660,Invoice Approval,TASK_660,Approval,Medium,HR,EMP_134,2024-07-17 23:26:00,2024-07-18 01:57:00,111,151,1,Level 2,6,347.12
WF_661,Invoice Approval,TASK_661,Validation,Critical,Operations,EMP_9,2024-07-23 14:46:00,2024-07-23 16:18:00,40,92,1,Level 1,4,212.27
WF_662,HR Onboarding,TASK_662,Validation,Critical,IT,EMP_118,2024-08-06 11:48:00,2024-08-06 14:59:00,106,191,1,Level 2,10,319.32
WF_663,Invoice Approval,TASK_663,Validation,Low,HR,EMP_99,2024-03-31 14:21:00,2024-03-31 18:03:00,114,222,1,Level 1,10,385.16
WF_664,Invoice Approval,TASK_664,Review,Critical,Operations,EMP_26,2024-05-19 14:27:00,2024-05-19 17:39:00,137,192,1,Level 3,1,288.06
WF_665,HR Onboarding,TASK_665,Escalation,Low,HR,EMP_79,2024-03-02 01:46:00,2024-03-02 03:59:00,120,133,1,Level 3,6,326.52
WF_666,Purchase Order,TASK_666,Data Entry,Medium,HR,EMP_36,2024-06-05 00:28:00,2024-06-05 01:40:00,75,72,0,Level 1,2,491.62
WF_667,HR Onboarding,TASK_667,Data Entry,Medium,IT,EMP_90,2024-01-14 00:58:00,2024-01-14 03:17:00,116,139,1,Level 2,9,280.78
WF_668,Purchase Order,TASK_668,Validation,High,Customer Service,EMP_61,2024-12-02 08:28:00,2024-12-02 10:34:00,129,126,0,Level 2,9,73.47
WF_669,Customer Complaint,TASK_669,Review,Critical,HR,EMP_13,2024-04-02 05:58:00,2024-04-02 08:01:00,81,123,1,Level 1,6,399.35
WF_670,Customer Complaint,TASK_670,Escalation,Critical,IT,EMP_3,2024-07-28 03:52:00,2024-07-28 08:25:00,197,273,1,Level 3,4,310.38
WF_671,HR Onboarding,TASK_671,Data Entry,Medium,HR,EMP_2,2024-11-08 14:51:00,2024-11-08 18:45:00,167,234,1,Level 3,1,124.89
WF_672,Purchase Order,TASK_672,Review,High,Customer Service,EMP_59,2024-12-27 13:00:00,2024-12-27 15:28:00,71,148,1,Level 2,7,206.84
WF_673,Invoice Approval,TASK_673,Data Entry,Low,Customer Service,EMP_92,2024-10-20 02:00:00,2024-10-20 04:05:00,113,125,1,Level 2,5,54.97
WF_674,Customer Complaint,TASK_674,Approval,Medium,IT,EMP_80,2024-10-01 23:14:00,2024-10-02 02:42:00,88,208,1,Level 1,2,124.16
WF_675,Purchase Order,TASK_675,Approval,Low,Customer Service,EMP_11,2024-03-22 22:29:00,2024-03-23 02:03:00,170,214,1,Level 3,6,356.49
WF_676,Purchase Order,TASK_676,Review,Critical,Operations,EMP_74,2024-12-17 08:31:00,2024-12-17 13:20:00,207,289,1,Level 3,3,143.81
WF_677,Invoice Approval,TASK_677,Escalation,Medium,Finance,EMP_72,2024-12-22 08:55:00,2024-12-22 11:22:00,40,147,1,Level 1,7,211.54
WF_678,HR Onboarding,TASK_678,Review,Medium,IT,EMP_135,2024-10-16 05:07:00,2024-10-16 06:02:00,17,55,1,Level 3,3,423.82
WF_679,Purchase Order,TASK_679,Data Entry,Critical,Finance,EMP_8,2024-03-09 02:11:00,2024-03-09 03:58:00,57,107,1,Level 2,8,303.29
WF_680,IT Support Ticket,TASK_680,Validation,Critical,Customer Service,EMP_105,2024-09-09 07:27:00,2024-09-09 09:44:00,141,137,0,Level 1,6,470.21
WF_681,Customer Complaint,TASK_681,Approval,Critical,Finance,EMP_8,2024-06-05 00:16:00,2024-06-05 03:31:00,175,195,1,Level 2,8,495.62
WF_682,Customer Complaint,TASK_682,Validation,Low,Customer Service,EMP_50,2024-04-09 00:33:00,2024-04-09 04:42:00,198,249,1,Level 3,1,395.3
WF_683,Customer Complaint,TASK_683,Data Entry,High,IT,EMP_129,2024-06-29 18:39:00,2024-06-29 20:41:00,117,122,1,Level 2,2,230.42
WF_684,IT Support Ticket,TASK_684,Validation,Low,HR,EMP_62,2024-02-08 03:41:00,2024-02-08 05:42:00,46,121,1,Level 2,9,188.33
WF_685,HR Onboarding,TASK_685,Approval,High,IT,EMP_11,2024-10-28 09:35:00,2024-10-28 10:36:00,46,61,1,Level 3,2,153.17
WF_686,Customer Complaint,TASK_686,Data Entry,Critical,IT,EMP_100,2024-06-30 08:21:00,2024-06-30 12:04:00,178,223,1,Level 1,1,275.0
WF_687,Purchase Order,TASK_687,Escalation,Critical,Finance,EMP_115,2024-09-07 10:35:00,2024-09-07 14:50:00,196,255,1,Level 3,10,148.05
WF_688,IT Support Ticket,TASK_688,Review,High,HR,EMP_79,2024-10-16 22:07:00,2024-10-17 01:38:00,211,211,0,Level 1,9,484.52
WF_689,Customer Complaint,TASK_689,Escalation,High,IT,EMP_70,2024-08-09 02:36:00,2024-08-09 05:13:00,59,157,1,Level 1,6,87.43
WF_690,Customer Complaint,TASK_690,Approval,Critical,Finance,EMP_148,2024-05-21 15:03:00,2024-05-21 18:32:00,197,209,1,Level 2,6,56.42
WF_691,Purchase Order,TASK_691,Approval,Medium,HR,EMP_125,2024-01-30 01:38:00,2024-01-30 03:49:00,135,131,0,Level 3,8,253.36
WF_692,Invoice Approval,TASK_692,Validation,Low,IT,EMP_13,2024-06-23 00:19:00,2024-06-23 05:28:00,202,309,1,Level 3,1,164.19
WF_693,HR Onboarding,TASK_693,Data Entry,Medium,Finance,EMP_8,2024-05-16 23:30:00,2024-05-17 03:29:00,202,239,1,Level 3,4,382.99
WF_694,IT Support Ticket,TASK_694,Review,Low,HR,EMP_3,2024-03-18 02:32:00,2024-03-18 04:08:00,101,96,0,Level 1,1,478.95
WF_695,Purchase Order,TASK_695,Escalation,High,IT,EMP_106,2024-07-01 22:23:00,2024-07-02 00:38:00,38,135,1,Level 2,10,490.61
WF_696,IT Support Ticket,TASK_696,Data Entry,Critical,Operations,EMP_7,2024-08-05 00:17:00,2024-08-05 03:34:00,132,197,1,Level 1,7,64.15
WF_697,HR Onboarding,TASK_697,Validation,Critical,Operations,EMP_70,2024-05-16 03:37:00,2024-05-16 06:24:00,158,167,1,Level 3,6,410.08
WF_698,Invoice Approval,TASK_698,Approval,Critical,Customer Service,EMP_128,2024-07-17 21:34:00,2024-07-18 02:14:00,207,280,1,Level 1,1,362.76
WF_699,Customer Complaint,TASK_699,Data Entry,Low,Customer Service,EMP_59,2024-06-14 20:00:00,2024-06-14 23:25:00,177,205,1,Level 1,2,435.28
WF_700,Invoice Approval,TASK_700,Escalation,High,HR,EMP_91,2024-12-13 10:41:00,2024-12-13 12:20:00,16,99,1,Level 1,1,449.43
WF_701,Invoice Approval,TASK_701,Approval,Low,Finance,EMP_41,2024-02-01 03:39:00,2024-02-01 05:05:00,67,86,1,Level 1,3,87.58
WF_702,Customer Complaint,TASK_702,Validation,Low,HR,EMP_115,2024-01-31 14:50:00,2024-01-31 19:30:00,217,280,1,Level 3,1,230.08
WF_703,HR Onboarding,TASK_703,Data Entry,Medium,IT,EMP_9,2024-03-17 13:16:00,2024-03-17 13:53:00,14,37,1,Level 2,7,114.14
WF_704,Customer Complaint,TASK_704,Review,Low,HR,EMP_130,2024-05-26 04:00:00,2024-05-26 08:39:00,222,279,1,Level 2,5,178.42
WF_705,Customer Complaint,TASK_705,Validation,Low,Finance,EMP_119,2024-08-11 03:54:00,2024-08-11 06:06:00,75,132,1,Level 1,9,375.2
WF_706,Customer Complaint,TASK_706,Approval,Critical,Operations,EMP_62,2024-05-18 16:13:00,2024-05-18 19:31:00,121,198,1,Level 1,8,254.86
WF_707,IT Support Ticket,TASK_707,Approval,Critical,IT,EMP_58,2024-12-17 01:14:00,2024-12-17 03:56:00,162,162,0,Level 3,3,53.94
WF_708,Purchase Order,TASK_708,Data Entry,High,Customer Service,EMP_124,2024-01-21 05:38:00,2024-01-21 08:39:00,184,181,0,Level 3,8,299.5
WF_709,Customer Complaint,TASK_709,Review,Medium,IT,EMP_71,2024-01-05 09:37:00,2024-01-05 13:22:00,212,225,1,Level 3,7,329.41
WF_710,HR Onboarding,TASK_710,Approval,Critical,Finance,EMP_36,2024-07-01 03:19:00,2024-07-01 07:17:00,195,238,1,Level 1,8,369.91
WF_711,Invoice Approval,TASK_711,Validation,Low,Operations,EMP_25,2024-04-28 14:54:00,2024-04-28 16:29:00,17,95,1,Level 2,10,298.86
WF_712,HR Onboarding,TASK_712,Validation,High,Finance,EMP_54,2024-04-24 06:11:00,2024-04-24 09:35:00,187,204,1,Level 2,10,318.04
WF_713,Invoice Approval,TASK_713,Validation,Low,Finance,EMP_35,2024-01-18 03:48:00,2024-01-18 08:57:00,202,309,1,Level 1,1,361.75
WF_714,IT Support Ticket,TASK_714,Approval,High,Customer Service,EMP_106,2024-09-15 15:14:00,2024-09-15 18:44:00,101,210,1,Level 1,10,282.03
WF_715,IT Support Ticket,TASK_715,Escalation,Low,Customer Service,EMP_16,2024-06-04 13:47:00,2024-06-04 14:57:00,37,70,1,Level 2,2,223.59
WF_716,Invoice Approval,TASK_716,Escalation,Medium,Operations,EMP_136,2024-06-10 08:21:00,2024-06-10 11:42:00,163,201,1,Level 3,10,199.58
WF_717,Invoice Approval,TASK_717,Escalation,High,Finance,EMP_23,2024-11-01 14:28:00,2024-11-01 18:53:00,155,265,1,Level 1,3,317.87
WF_718,Invoice Approval,TASK_718,Review,High,Operations,EMP_23,2024-04-17 02:57:00,2024-04-17 05:21:00,61,144,1,Level 3,3,321.08
WF_719,Purchase Order,TASK_719,Review,Low,Customer Service,EMP_57,2024-02-17 15:23:00,2024-02-17 20:03:00,187,280,1,Level 2,9,184.46
WF_720,HR Onboarding,TASK_720,Review,Low,Operations,EMP_12,2024-10-30 10:03:00,2024-10-30 12:14:00,69,131,1,Level 2,4,58.81
WF_721,Purchase Order,TASK_721,Review,Critical,Operations,EMP_143,2024-11-28 09:56:00,2024-11-28 13:00:00,149,184,1,Level 1,2,496.44
WF_722,Customer Complaint,TASK_722,Data Entry,Critical,Customer Service,EMP_141,2024-05-01 22:29:00,2024-05-02 01:59:00,145,210,1,Level 2,8,85.59
WF_723,Invoice Approval,TASK_723,Validation,Critical,Finance,EMP_125,2024-09-23 16:44:00,2024-09-23 19:18:00,63,154,1,Level 3,8,63.18
WF_724,IT Support Ticket,TASK_724,Approval,Medium,HR,EMP_121,2024-09-30 07:30:00,2024-09-30 11:16:00,183,226,1,Level 2,3,445.41
WF_725,Customer Complaint,TASK_725,Approval,Critical,HR,EMP_108,2024-06-13 19:49:00,2024-06-13 20:32:00,18,43,1,Level 1,4,484.16
WF_726,Invoice Approval,TASK_726,Escalation,High,HR,EMP_110,2024-12-26 21:03:00,2024-12-26 23:30:00,108,147,1,Level 3,6,158.05
WF_727,Invoice Approval,TASK_727,Escalation,High,HR,EMP_38,2024-10-05 06:10:00,2024-10-05 08:54:00,48,164,1,Level 3,3,371.05
WF_728,Purchase Order,TASK_728,Review,High,Finance,EMP_88,2024-03-03 14:48:00,2024-03-03 18:06:00,196,198,1,Level 2,4,125.34
WF_729,IT Support Ticket,TASK_729,Data Entry,High,HR,EMP_111,2024-09-25 02:50:00,2024-09-25 05:04:00,20,134,1,Level 1,4,162.06
WF_730,HR Onboarding,TASK_730,Validation,Medium,IT,EMP_118,2024-03-18 10:23:00,2024-03-18 12:52:00,102,149,1,Level 1,4,390.98
WF_731,HR Onboarding,TASK_731,Validation,Medium,Finance,EMP_105,2024-09-12 13:57:00,2024-09-12 14:54:00,22,57,1,Level 3,7,471.83
WF_732,Purchase Order,TASK_732,Approval,Medium,Operations,EMP_138,2024-02-10 22:33:00,2024-02-11 00:24:00,34,111,1,Level 3,6,154.53
WF_733,Invoice Approval,TASK_733,Approval,Low,Customer Service,EMP_146,2024-11-25 23:56:00,2024-11-26 04:11:00,204,255,1,Level 3,5,250.12
WF_734,Invoice Approval,TASK_734,Validation,Medium,Customer Service,EMP_68,2024-04-13 01:42:00,2024-04-13 04:15:00,132,153,1,Level 1,10,414.56
WF_735,HR Onboarding,TASK_735,Data Entry,Critical,Customer Service,EMP_50,2024-09-30 18:50:00,2024-09-30 19:29:00,32,39,1,Level 1,3,304.84
WF_736,IT Support Ticket,TASK_736,Data Entry,Critical,IT,EMP_22,2024-04-24 00:59:00,2024-04-24 06:54:00,237,355,1,Level 3,7,321.06
WF_737,Purchase Order,TASK_737,Data Entry,Low,Finance,EMP_10,2024-08-11 06:52:00,2024-08-11 08:52:00,14,120,1,Level 3,1,50.68
WF_738,IT Support Ticket,TASK_738,Approval,High,IT,EMP_52,2024-06-25 22:12:00,2024-06-26 00:06:00,24,114,1,Level 2,6,225.47
WF_739,HR Onboarding,TASK_739,Data Entry,Medium,Finance,EMP_49,2024-05-25 14:12:00,2024-05-25 18:11:00,202,239,1,Level 2,6,236.14
WF_740,Purchase Order,TASK_740,Review,Low,Customer Service,EMP_43,2024-03-11 02:28:00,2024-03-11 04:57:00,70,149,1,Level 2,5,287.17
WF_741,Purchase Order,TASK_741,Validation,Low,HR,EMP_138,2024-02-28 13:49:00,2024-02-28 17:43:00,115,234,1,Level 2,1,385.01
WF_742,Customer Complaint,TASK_742,Approval,Low,Operations,EMP_126,2024-12-08 03:35:00,2024-12-08 08:17:00,169,282,1,Level 1,9,302.12
WF_743,Invoice Approval,TASK_743,Validation,High,IT,EMP_73,2024-06-22 17:02:00,2024-06-22 20:33:00,185,211,1,Level 1,3,195.17
WF_744,HR Onboarding,TASK_744,Data Entry,High,IT,EMP_8,2024-11-09 17:49:00,2024-11-09 19:02:00,49,73,1,Level 1,1,453.9
WF_745,IT Support Ticket,TASK_745,Approval,Medium,Customer Service,EMP_97,2024-05-25 23:10:00,2024-05-26 03:49:00,169,279,1,Level 3,9,422.61
WF_746,Purchase Order,TASK_746,Approval,Medium,Operations,EMP_57,2024-05-01 07:42:00,2024-05-01 11:07:00,206,205,0,Level 3,9,205.95
WF_747,Purchase Order,TASK_747,Data Entry,High,Customer Service,EMP_45,2024-11-29 16:54:00,2024-11-29 18:39:00,19,105,1,Level 3,5,341.21
WF_748,Purchase Order,TASK_748,Approval,Critical,Customer Service,EMP_3,2024-06-09 00:07:00,2024-06-09 02:29:00,130,142,1,Level 2,4,271.77
WF_749,Customer Complaint,TASK_749,Data Entry,Critical,HR,EMP_106,2024-11-14 06:08:00,2024-11-14 06:56:00,50,48,0,Level 2,10,311.15
WF_750,IT Support Ticket,TASK_750,Escalation,High,IT,EMP_115,2024-06-15 08:17:00,2024-06-15 10:44:00,91,147,1,Level 3,5,256.27
WF_751,Customer Complaint,TASK_751,Escalation,High,Finance,EMP_77,2024-10-30 09:14:00,2024-10-30 12:16:00,106,182,1,Level 2,7,51.04
WF_752,Purchase Order,TASK_752,Approval,Low,Finance,EMP_69,2024-08-08 13:01:00,2024-08-08 17:35:00,215,274,1,Level 2,9,410.84
WF_753,IT Support Ticket,TASK_753,Review,Low,Customer Service,EMP_73,2024-11-29 22:28:00,2024-11-30 01:10:00,83,162,1,Level 3,1,426.6
WF_754,Invoice Approval,TASK_754,Escalation,Medium,Operations,EMP_71,2024-01-05 08:07:00,2024-01-05 12:22:00,153,255,1,Level 2,3,263.2
WF_755,IT Support Ticket,TASK_755,Validation,Low,Finance,EMP_64,2024-06-05 13:38:00,2024-06-05 15:51:00,78,133,1,Level 2,7,247.27
WF_756,IT Support Ticket,TASK_756,Review,Low,Operations,EMP_61,2024-04-28 05:48:00,2024-04-28 10:31:00,219,283,1,Level 2,9,130.35
WF_757,Purchase Order,TASK_757,Validation,High,IT,EMP_113,2024-05-21 00:09:00,2024-05-21 04:42:00,203,273,1,Level 3,4,410.06
WF_758,HR Onboarding,TASK_758,Review,Low,Operations,EMP_58,2024-08-04 09:27:00,2024-08-04 14:01:00,158,274,1,Level 1,1,497.73
WF_759,Invoice Approval,TASK_759,Review,Critical,HR,EMP_104,2024-09-21 18:33:00,2024-09-21 22:09:00,135,216,1,Level 1,8,486.92
WF_760,Invoice Approval,TASK_760,Review,Critical,HR,EMP_3,2024-12-04 11:50:00,2024-12-04 14:27:00,91,157,1,Level 2,8,207.67
WF_761,Customer Complaint,TASK_761,Review,Low,HR,EMP_84,2024-01-29 17:26:00,2024-01-29 19:28:00,54,122,1,Level 2,5,387.2
WF_762,Purchase Order,TASK_762,Approval,Critical,Finance,EMP_79,2024-05-07 09:05:00,2024-05-07 14:20:00,196,315,1,Level 2,3,329.82
WF_763,Customer Complaint,TASK_763,Validation,Low,IT,EMP_34,2024-09-15 13:29:00,2024-09-15 15:33:00,48,124,1,Level 3,1,306.84
WF_764,Purchase Order,TASK_764,Escalation,High,Finance,EMP_97,2024-12-11 22:24:00,2024-12-12 01:10:00,79,166,1,Level 3,7,159.24
WF_765,Purchase Order,TASK_765,Escalation,Low,HR,EMP_4,2024-07-16 05:47:00,2024-07-16 08:43:00,137,176,1,Level 2,2,262.46
WF_766,HR Onboarding,TASK_766,Escalation,Low,Customer Service,EMP_144,2024-07-07 10:19:00,2024-07-07 13:01:00,47,162,1,Level 1,7,428.51
WF_767,IT Support Ticket,TASK_767,Approval,Critical,Finance,EMP_85,2024-01-22 22:13:00,2024-01-23 00:39:00,102,146,1,Level 3,3,365.44
WF_768,Purchase Order,TASK_768,Data Entry,High,IT,EMP_1,2024-12-22 20:40:00,2024-12-22 22:43:00,35,123,1,Level 3,6,82.67
WF_769,Invoice Approval,TASK_769,Escalation,Low,Finance,EMP_65,2024-07-09 16:40:00,2024-07-09 20:34:00,116,234,1,Level 2,1,135.1
WF_770,Customer Complaint,TASK_770,Validation,Low,Customer Service,EMP_105,2024-06-24 19:12:00,2024-06-24 21:10:00,72,118,1,Level 1,8,199.01
WF_771,Customer Complaint,TASK_771,Review,Low,IT,EMP_8,2024-11-27 13:10:00,2024-11-27 15:53:00,127,163,1,Level 3,2,63.64
WF_772,IT Support Ticket,TASK_772,Escalation,Critical,HR,EMP_19,2024-05-16 13:23:00,2024-05-16 15:54:00,68,151,1,Level 3,5,197.41
WF_773,Customer Complaint,TASK_773,Validation,Medium,Customer Service,EMP_35,2024-09-17 00:35:00,2024-09-17 05:44:00,214,309,1,Level 3,4,203.92
WF_774,HR Onboarding,TASK_774,Approval,High,HR,EMP_144,2024-01-09 00:15:00,2024-01-09 02:18:00,97,123,1,Level 1,4,206.23
WF_775,HR Onboarding,TASK_775,Data Entry,High,IT,EMP_45,2024-04-13 07:27:00,2024-04-13 12:00:00,200,273,1,Level 1,10,172.93
WF_776,Purchase Order,TASK_776,Review,High,Operations,EMP_101,2024-02-11 04:30:00,2024-02-11 07:10:00,153,160,1,Level 1,9,373.17
WF_777,Purchase Order,TASK_777,Approval,Low,Customer Service,EMP_87,2024-11-29 11:26:00,2024-11-29 12:25:00,14,59,1,Level 3,8,361.19
WF_778,IT Support Ticket,TASK_778,Review,Critical,Finance,EMP_24,2024-07-31 08:48:00,2024-07-31 10:58:00,106,130,1,Level 1,4,311.33
WF_779,Customer Complaint,TASK_779,Validation,High,IT,EMP_39,2024-05-26 10:59:00,2024-05-26 13:15:00,79,136,1,Level 3,7,426.71
WF_780,Customer Complaint,TASK_780,Approval,Critical,Operations,EMP_129,2024-07-16 23:15:00,2024-07-17 00:22:00,53,67,1,Level 2,10,219.74
WF_781,Purchase Order,TASK_781,Validation,High,Operations,EMP_115,2024-06-20 06:35:00,2024-06-20 08:49:00,89,134,1,Level 1,10,268.62
WF_782,HR Onboarding,TASK_782,Approval,Low,Customer Service,EMP_84,2024-03-31 21:39:00,2024-04-01 01:14:00,198,215,1,Level 3,9,218.45
WF_783,Purchase Order,TASK_783,Escalation,Medium,Operations,EMP_66,2024-09-25 16:04:00,2024-09-25 20:29:00,174,265,1,Level 3,1,200.36
WF_784,Customer Complaint,TASK_784,Escalation,High,Operations,EMP_95,2024-06-08 07:01:00,2024-06-08 09:30:00,46,149,1,Level 2,1,214.12
WF_785,Purchase Order,TASK_785,Approval,High,HR,EMP_44,2024-10-02 06:42:00,2024-10-02 10:28:00,217,226,1,Level 1,3,380.15
WF_786,IT Support Ticket,TASK_786,Approval,Low,IT,EMP_143,2024-09-17 12:01:00,2024-09-17 16:31:00,232,270,1,Level 1,8,312.81
WF_787,Invoice Approval,TASK_787,Approval,High,Customer Service,EMP_123,2024-07-10 14:18:00,2024-07-10 19:05:00,181,287,1,Level 1,1,79.49
WF_788,IT Support Ticket,TASK_788,Escalation,Critical,Finance,EMP_80,2024-08-27 22:28:00,2024-08-28 01:23:00,160,175,1,Level 1,5,454.35
WF_789,HR Onboarding,TASK_789,Validation,Critical,IT,EMP_146,2024-12-06 15:39:00,2024-12-06 20:58:00,232,319,1,Level 3,8,415.87
WF_790,Customer Complaint,TASK_790,Review,Medium,IT,EMP_78,2024-08-07 03:08:00,2024-08-07 05:29:00,85,141,1,Level 3,4,431.5
WF_791,Invoice Approval,TASK_791,Approval,Medium,Operations,EMP_84,2024-02-17 07:16:00,2024-02-17 09:35:00,96,139,1,Level 1,6,100.11
WF_792,HR Onboarding,TASK_792,Approval,Medium,IT,EMP_109,2024-07-23 13:42:00,2024-07-23 15:19:00,48,97,1,Level 1,4,80.66
WF_793,Customer Complaint,TASK_793,Approval,High,Customer Service,EMP_70,2024-01-15 15:20:00,2024-01-15 19:44:00,202,264,1,Level 1,5,392.43
WF_794,IT Support Ticket,TASK_794,Validation,Low,HR,EMP_98,2024-11-27 07:49:00,2024-11-27 11:45:00,218,236,1,Level 2,4,186.36
WF_795,IT Support Ticket,TASK_795,Review,Critical,HR,EMP_59,2024-08-12 01:50:00,2024-08-12 06:17:00,182,267,1,Level 2,2,244.55
WF_796,Customer Complaint,TASK_796,Validation,Medium,Customer Service,EMP_76,2024-11-10 16:38:00,2024-11-10 21:56:00,201,318,1,Level 2,10,280.13
WF_797,HR Onboarding,TASK_797,Validation,Medium,Customer Service,EMP_134,2024-09-21 12:25:00,2024-09-21 16:14:00,169,229,1,Level 3,2,199.78
WF_798,HR Onboarding,TASK_798,Review,Medium,Customer Service,EMP_32,2024-05-04 13:18:00,2024-05-04 15:21:00,85,123,1,Level 1,10,313.49
WF_799,IT Support Ticket,TASK_799,Data Entry,Low,Operations,EMP_31,2024-11-28 23:29:00,2024-11-29 01:17:00,15,108,1,Level 1,8,165.33
WF_800,Customer Complaint,TASK_800,Data Entry,Low,IT,EMP_90,2024-01-01 07:12:00,2024-01-01 13:00:00,240,348,1,Level 1,8,162.59
WF_801,IT Support Ticket,TASK_801,Validation,High,IT,EMP_129,2024-12-26 01:28:00,2024-12-26 05:36:00,198,248,1,Level 1,4,491.98
WF_802,Invoice Approval,TASK_802,Escalation,Critical,Operations,EMP_97,2024-02-18 18:21:00,2024-02-18 20:01:00,60,100,1,Level 3,8,84.51
WF_803,HR Onboarding,TASK_803,Data Entry,Critical,HR,EMP_75,2024-03-20 05:42:00,2024-03-20 08:50:00,166,188,1,Level 1,7,138.14
WF_804,Customer Complaint,TASK_804,Data Entry,Medium,IT,EMP_47,2024-08-06 05:55:00,2024-08-06 07:39:00,43,104,1,Level 2,1,194.84
WF_805,Purchase Order,TASK_805,Review,Low,Operations,EMP_34,2024-08-11 01:50:00,2024-08-11 05:14:00,95,204,1,Level 3,7,111.77
WF_806,Purchase Order,TASK_806,Validation,Medium,Operations,EMP_115,2024-11-19 07:47:00,2024-11-19 12:11:00,152,264,1,Level 2,5,236.89
WF_807,HR Onboarding,TASK_807,Review,Medium,Finance,EMP_49,2024-03-28 05:23:00,2024-03-28 08:19:00,63,176,1,Level 2,10,333.15
WF_808,Invoice Approval,TASK_808,Validation,Low,HR,EMP_131,2024-01-30 10:48:00,2024-01-30 14:01:00,165,193,1,Level 1,6,80.3
WF_809,IT Support Ticket,TASK_809,Approval,Critical,Operations,EMP_102,2024-12-07 06:31:00,2024-12-07 07:23:00,48,52,1,Level 1,3,289.19
WF_810,Purchase Order,TASK_810,Validation,Critical,IT,EMP_114,2024-10-19 12:29:00,2024-10-19 13:14:00,21,45,1,Level 3,7,341.25
WF_811,IT Support Ticket,TASK_811,Validation,Low,Operations,EMP_73,2024-07-04 19:45:00,2024-07-04 23:14:00,129,209,1,Level 3,8,213.19
WF_812,Invoice Approval,TASK_812,Data Entry,Critical,Operations,EMP_93,2024-04-26 04:45:00,2024-04-26 09:30:00,169,285,1,Level 3,4,491.57
WF_813,Customer Complaint,TASK_813,Escalation,Low,HR,EMP_13,2024-08-21 21:21:00,2024-08-22 03:01:00,223,340,1,Level 2,6,218.21
WF_814,IT Support Ticket,TASK_814,Data Entry,Medium,HR,EMP_138,2024-03-21 07:29:00,2024-03-21 11:09:00,190,220,1,Level 3,1,315.82
WF_815,Purchase Order,TASK_815,Escalation,Low,Customer Service,EMP_113,2024-11-14 18:48:00,2024-11-14 22:24:00,165,216,1,Level 2,4,130.17
WF_816,Invoice Approval,TASK_816,Data Entry,High,Operations,EMP_38,2024-05-24 23:39:00,2024-05-25 02:36:00,143,177,1,Level 2,2,200.3
WF_817,Customer Complaint,TASK_817,Review,High,Operations,EMP_44,2024-07-06 21:00:00,2024-07-07 00:32:00,158,212,1,Level 3,2,237.15
WF_818,Purchase Order,TASK_818,Validation,Critical,IT,EMP_53,2024-10-31 01:33:00,2024-10-31 03:50:00,65,137,1,Level 2,8,97.3
WF_819,Invoice Approval,TASK_819,Validation,High,Customer Service,EMP_140,2024-09-11 14:51:00,2024-09-11 19:09:00,204,258,1,Level 2,5,405.99
WF_820,Invoice Approval,TASK_820,Validation,Low,Operations,EMP_20,2024-08-29 17:00:00,2024-08-29 21:27:00,168,267,1,Level 2,7,184.5
WF_821,Customer Complaint,TASK_821,Review,Medium,IT,EMP_36,2024-11-27 21:20:00,2024-11-28 01:49:00,170,269,1,Level 3,5,280.02
WF_822,IT Support Ticket,TASK_822,Review,High,Customer Service,EMP_102,2024-07-29 07:05:00,2024-07-29 11:50:00,179,285,1,Level 3,9,93.87
WF_823,Invoice Approval,TASK_823,Escalation,Medium,Customer Service,EMP_95,2024-12-18 01:03:00,2024-12-18 04:59:00,140,236,1,Level 1,3,87.0
WF_824,Invoice Approval,TASK_824,Review,Critical,Operations,EMP_144,2024-06-07 20:06:00,2024-06-07 22:10:00,112,124,1,Level 2,8,281.7
WF_825,HR Onboarding,TASK_825,Data Entry,Critical,Operations,EMP_125,2024-04-19 10:00:00,2024-04-19 12:56:00,155,176,1,Level 3,9,73.66
WF_826,Customer Complaint,TASK_826,Escalation,Critical,Finance,EMP_8,2024-03-10 19:45:00,2024-03-10 21:40:00,96,115,1,Level 2,9,102.95
